category,amt,gender,city,state,zip,lat,long,city_pop,job,merch_lat,merch_long,is_fraud
gas_transport,75.51,F,Bridgeport,NJ,8014,39.8016,-75.3478,504,"Engineer, control and instrumentation",39.321618,-75.713442,NotFraud
shopping_net,31.55,F,Winslow,AR,72959,35.8312,-94.1187,2786,Musician,35.770966,-94.882792,NotFraud
grocery_net,73.26,F,Logan,IL,62856,37.9943,-88.9417,324,"Scientist, research (physical sciences)",37.931333,-88.277524,NotFraud
grocery_net,36.33,F,Meridian,TX,76665,31.929,-97.6443,2526,Phytotherapist,32.270062,-97.064375,NotFraud
grocery_pos,112.95,F,Redford,MO,63665,37.3272,-91.0243,241,Investment analyst,36.992111,-91.51452,NotFraud
misc_pos,3.19,M,Oriskany Falls,NY,13425,42.9576,-75.4838,1970,"Programmer, multimedia",42.183048,-76.246058,NotFraud
grocery_pos,127.77,M,Luray,MO,63453,40.4931,-91.8912,519,Town planner,40.282365,-91.300203,NotFraud
gas_transport,74.88,M,Boonton,NJ,7005,40.9115,-74.414,15269,"Psychologist, sport and exercise",41.60258,-74.715111,NotFraud
gas_transport,71.67,M,Belgrade,MT,59714,45.7801,-111.1439,18182,"Engineer, drilling",45.765712,-110.504192,NotFraud
shopping_net,93.02,M,Mount Saint Joseph,OH,45051,39.0965,-84.6431,177,Exhibition designer,38.398257,-84.015789,NotFraud
gas_transport,39.45,M,Wales,AK,99783,64.7556,-165.6723,145,"Administrator, education",64.440482,-165.982454,NotFraud
entertainment,5.96,M,Lakeland,FL,33813,27.9611,-81.9398,237282,"Radiographer, therapeutic",28.686768,-81.610132,NotFraud
grocery_net,40.04,F,North Prairie,WI,53153,42.9385,-88.395,2328,Applications developer,42.637545,-88.250976,NotFraud
grocery_net,53.77,F,Fulton,SD,57340,43.7588,-97.8712,355,Financial adviser,44.670376,-98.305036,NotFraud
grocery_pos,98.75,M,Egan,LA,70531,30.251,-92.5002,1261,Broadcast presenter,30.676391,-91.85696,NotFraud
misc_net,9.1,M,Purmela,TX,76566,31.4841,-97.9903,258,Web designer,31.468071,-97.609622,NotFraud
shopping_net,30.31,F,Central,IN,47110,38.097,-86.1723,350,Counsellor,37.71882,-85.669841,NotFraud
misc_net,23.98,F,Juliette,GA,31046,33.1194,-83.8235,3343,Theatre manager,34.056843,-84.093869,NotFraud
shopping_net,6.85,F,Lahoma,OK,73754,36.385,-98.0727,1078,"Programme researcher, broadcasting/film/video",36.625151,-98.763964,NotFraud
grocery_net,63.61,M,Saint Petersburg,FL,33710,27.7898,-82.7243,341043,"Engineer, land",27.569101,-83.483807,NotFraud
misc_pos,48.91,F,Washington Court House,OH,43160,39.537,-83.455,22305,Television floor manager,39.258733,-82.94194,NotFraud
grocery_pos,97.94,F,Catawba,VA,24070,37.3696,-80.1284,1363,Equality and diversity officer,36.969174,-80.644964,NotFraud
shopping_pos,1.48,F,Belle Fourche,SD,57717,44.6723,-103.8396,8007,Hospital pharmacist,44.798936,-104.300343,NotFraud
grocery_net,44.26,F,Rocky Mount,MO,65072,38.2911,-92.7059,1847,Tax inspector,38.628299,-91.74888,NotFraud
grocery_net,46.46,F,Burrton,KS,67020,38.0261,-97.6666,1689,Gaffer,37.97964,-97.664979,NotFraud
grocery_pos,126.76,F,River,KY,41254,37.8795,-82.7251,571,Quarry manager,38.292434,-83.653566,NotFraud
grocery_pos,95.23,M,Meadville,MO,64659,39.7795,-93.3014,964,Tourist information centre manager,39.715511,-93.96142,NotFraud
grocery_net,36.79,M,Port Charlotte,FL,33981,26.9379,-82.2388,79008,Quantity surveyor,26.806685,-82.877919,NotFraud
misc_pos,24.28,M,Melbourne,FL,32935,28.1384,-80.6524,139650,Database administrator,28.433013,-80.655908,NotFraud
misc_net,75.06,F,Holcomb,KS,67851,37.9931,-100.9893,2691,Arboriculturist,38.37608,-101.593425,NotFraud
gas_transport,55.39,F,Center Point,WV,26339,39.4125,-80.6352,255,Chief Executive Officer,39.417175,-81.371097,NotFraud
misc_net,1.44,M,Heidelberg,MS,39439,31.882,-88.9981,4573,"Exhibitions officer, museum/gallery",32.558678,-88.459667,NotFraud
shopping_pos,6.37,M,Mallie,KY,41836,37.2692,-82.9161,798,Facilities manager,37.174131,-82.632359,NotFraud
food_dining,79.99,M,San Diego,CA,92128,33.0067,-117.069,1241364,Chartered public finance accountant,32.234308,-117.45148,NotFraud
grocery_pos,82.94,M,Montandon,PA,17850,40.9661,-76.8575,645,Orthoptist,41.826929,-76.788749,NotFraud
gas_transport,44.08,M,Port Ewen,NY,12466,41.8948,-73.9767,2471,Heritage manager,42.44457,-73.216978,NotFraud
grocery_pos,174.4,F,Lebanon,VA,24266,36.8809,-82.0956,9521,"Teacher, English as a foreign language",35.897696,-81.886071,NotFraud
entertainment,3.92,F,Higganum,CT,6441,41.4682,-72.5751,5438,"Librarian, academic",42.003612,-73.223399,NotFraud
grocery_pos,102.23,F,Creola,OH,45622,39.3543,-82.503,321,"Copywriter, advertising",39.789472,-82.251135,NotFraud
grocery_pos,168.4,M,Mallie,KY,41836,37.2692,-82.9161,798,Facilities manager,36.646169,-83.144013,NotFraud
misc_net,390.2,M,Mc Nabb,IL,61335,41.173,-89.2187,532,Audiological scientist,42.155824,-88.83771,NotFraud
gas_transport,73.61,M,Pelham,NC,27311,36.4899,-79.4736,3402,Insurance underwriter,35.563473,-79.951589,NotFraud
grocery_pos,83.49,M,Washington,DC,20017,38.9367,-76.994,601723,"Psychotherapist, child",39.12258,-77.256554,NotFraud
food_dining,57.23,F,Waupaca,WI,54981,44.3481,-89.1101,15426,"Engineer, civil (contracting)",43.866818,-89.389489,NotFraud
gas_transport,66.62,M,Elizabeth,NJ,7208,40.6747,-74.2239,124967,Operational researcher,39.799905,-74.456121,NotFraud
grocery_net,56.24,F,Lebanon,VA,24266,36.8809,-82.0956,9521,"Teacher, English as a foreign language",37.462429,-82.351557,NotFraud
food_dining,59.68,F,Spirit Lake,ID,83869,47.9657,-116.868,4161,Production manager,47.354474,-117.793665,NotFraud
grocery_pos,92.54,M,High Rolls Mountain Park,NM,88325,32.9396,-105.8189,899,Naval architect,32.489305,-104.998767,NotFraud
misc_pos,177.62,F,Grandview,TX,76050,32.2779,-97.2351,5875,"Radiographer, therapeutic",32.269261,-96.633538,NotFraud
gas_transport,47.19,F,Hahira,GA,31632,30.9416,-83.3574,10295,"Teacher, special educational needs",31.687491,-83.467793,NotFraud
grocery_pos,116.59,M,Cord,AR,72524,35.8184,-91.3375,376,"Designer, ceramics/pottery",35.628198,-92.207481,NotFraud
gas_transport,45.89,F,Rockwell,IA,50469,43.0032,-93.2167,1574,"Scientist, audiological",43.443842,-93.096028,NotFraud
grocery_pos,109.08,M,Kissee Mills,MO,65680,36.6704,-93.0377,1201,"Engineer, agricultural",37.089049,-93.638753,NotFraud
grocery_net,81.65,M,Scarborough,ME,4074,43.5835,-70.3457,18760,Make,43.818798,-70.909568,NotFraud
grocery_pos,46.21,M,Rockwood,PA,15557,39.9373,-79.1865,3684,General practice doctor,39.912092,-79.740046,NotFraud
gas_transport,64.82,F,Kingsford Heights,IN,46346,41.4802,-86.6919,1423,"Psychologist, forensic",40.740743,-87.564594,NotFraud
gas_transport,56.42,F,Whaleyville,MD,21872,38.4121,-75.2811,718,Regulatory affairs officer,39.290336,-75.920396,NotFraud
grocery_net,56.64,M,Schaefferstown,PA,17088,40.3087,-76.2963,823,Gaffer,39.808379,-76.593242,NotFraud
misc_pos,60.29,F,Houston,TX,77007,29.7736,-95.4034,2906700,"Copywriter, advertising",29.256622,-95.426762,NotFraud
grocery_pos,75.95,M,Dallas,TX,75210,32.7699,-96.743,1263321,Television camera operator,32.292937,-97.563444,NotFraud
gas_transport,57.26,M,Matawan,NJ,7747,40.4109,-74.238,30770,Drilling engineer,41.181965,-73.3274,NotFraud
grocery_pos,108.62,F,Blairsden-Graeagle,CA,96103,39.8127,-120.6405,1725,Chartered legal executive (England and Wales),40.462758,-121.559432,NotFraud
grocery_pos,116.97,M,Hewitt,WI,54441,44.6437,-90.1031,828,Arts development officer,44.58066,-91.039035,NotFraud
shopping_net,3.78,F,Carlotta,CA,95528,40.507,-123.9743,1139,"Therapist, occupational",41.321852,-124.04262,NotFraud
grocery_net,72.2,F,Wilton,ND,58579,47.1709,-100.7944,1190,"Designer, ceramics/pottery",47.968141,-101.055478,NotFraud
misc_net,54.36,M,Rock Tavern,NY,12575,41.4575,-74.1659,2258,Building surveyor,42.301639,-74.747929,NotFraud
misc_pos,2.3,M,Holloway,OH,43985,40.0113,-80.9701,128,Child psychotherapist,39.167375,-81.275148,NotFraud
grocery_pos,87.34,M,De Queen,AR,71832,34.0442,-94.3386,11253,"Scientist, biomedical",34.548268,-94.88003,NotFraud
grocery_pos,76.6,M,Andrews,NC,28901,35.1959,-83.8228,5354,Retail buyer,35.426254,-84.590245,NotFraud
gas_transport,52.58,F,Camden,TX,75934,30.9,-94.7547,99,Colour technologist,30.585407,-94.404529,NotFraud
grocery_net,33.78,F,Sheffield,MA,1257,42.1001,-73.3611,2121,Radio producer,42.931133,-73.511019,NotFraud
misc_net,90.35,F,Rock Springs,WY,82901,41.606,-109.23,27971,Music therapist,40.682657,-108.546293,NotFraud
grocery_pos,103.57,F,East Canaan,CT,6024,42.0158,-73.2913,647,Comptroller,41.868304,-72.503143,NotFraud
gas_transport,66.41,F,Mifflin,PA,17058,40.5553,-77.4001,1909,Mining engineer,40.251034,-76.705358,NotFraud
gas_transport,54.7,M,Oklahoma City,OK,73134,35.6174,-97.5583,640470,Advertising copywriter,36.272846,-98.542584,NotFraud
gas_transport,64.99,F,Bay City,OR,97107,45.5197,-123.8761,1530,Colour technologist,45.25227,-124.37068,NotFraud
grocery_net,46.15,F,Grover,NC,28073,35.1836,-81.4552,5621,Toxicologist,35.810395,-82.076116,NotFraud
grocery_pos,200.89,F,Houston,TX,77007,29.7736,-95.4034,2906700,"Copywriter, advertising",29.600241,-94.526056,NotFraud
gas_transport,60.27,M,Norman,AR,71960,34.4596,-93.6743,1383,Magazine features editor,33.663285,-93.749341,NotFraud
grocery_pos,35.17,M,Smackover,AR,71762,33.3398,-92.7442,2501,Financial adviser,33.462012,-93.501615,NotFraud
misc_pos,104.84,F,Port Gibson,NY,14537,43.033,-77.1575,207,Database administrator,42.666099,-76.789675,NotFraud
gas_transport,63.67,F,Oakford,IL,62673,40.0994,-89.9601,530,Transport planner,40.64417,-89.69303,NotFraud
entertainment,11.59,F,Gibsonville,NC,27249,36.1183,-79.5685,12486,Arboriculturist,35.463776,-79.611545,NotFraud
misc_pos,70.75,F,Issaquah,WA,98027,47.4974,-122.0107,50489,Osteopath,47.341399,-122.825136,NotFraud
gas_transport,52.57,F,Superior,AZ,85173,33.2887,-111.0985,2872,Petroleum engineer,33.666129,-111.365262,NotFraud
gas_transport,74.26,F,Washington Court House,OH,43160,39.537,-83.455,22305,Television floor manager,38.904241,-84.434817,NotFraud
grocery_pos,91.75,M,Helm,CA,93627,36.4992,-120.0936,123,Early years teacher,36.263346,-120.993531,NotFraud
gas_transport,89.46,M,Pueblo,CO,81005,38.2352,-104.66,151815,Further education lecturer,38.766809,-103.678892,NotFraud
grocery_pos,171.78,F,Sun City,CA,92585,33.7467,-117.1721,54287,"Designer, exhibition/display",34.620956,-117.338219,NotFraud
shopping_pos,132.25,M,Harper,TX,78631,30.2816,-99.241,2395,"Pharmacist, community",31.241141,-100.062297,NotFraud
grocery_pos,121.71,F,Norwich,OH,43767,39.9934,-81.8024,1443,Research scientist (medical),40.731931,-80.924904,NotFraud
misc_pos,12.84,F,Ridgeland,MS,39157,32.4122,-90.1207,24645,"Scientist, clinical (histocompatibility and immunogenetics)",31.927998,-90.590672,NotFraud
misc_pos,3.57,M,Parsonsfield,ME,4047,43.745,-70.9092,1892,Audiological scientist,44.048009,-70.933163,NotFraud
gas_transport,52.55,F,Rossville,IL,60963,40.3625,-87.6692,1807,"Buyer, retail",41.221581,-87.083026,NotFraud
gas_transport,64.29,M,Oakland,TN,38060,35.2229,-89.5518,9496,Furniture conservator/restorer,34.745493,-89.839031,NotFraud
entertainment,22.25,F,Delhi,LA,71232,32.3929,-91.4714,6581,Multimedia programmer,32.207307,-90.920222,NotFraud
grocery_net,68.84,F,Baton Rouge,LA,70808,30.4066,-91.1468,378909,"Designer, furniture",31.13682,-90.403773,NotFraud
grocery_net,95.62,M,Washoe Valley,NV,89704,39.2669,-119.8174,4290,Animal nutritionist,38.451225,-119.473421,NotFraud
misc_pos,8.61,M,Brinson,GA,39825,30.9788,-84.7373,1461,"Engineer, broadcasting (operations)",30.231371,-85.155855,NotFraud
gas_transport,60.7,F,Goodrich,MI,48438,42.9147,-83.4845,6951,Learning disability nurse,43.390677,-82.689618,NotFraud
grocery_pos,58.48,F,Ruidoso,NM,88355,33.3305,-105.6933,8874,Licensed conveyancer,34.020247,-105.706969,NotFraud
misc_net,875.04,F,Daniels,WV,25832,37.7256,-81.1087,3994,"Biochemist, clinical",37.314284,-81.025239,NotFraud
gas_transport,50.77,F,Bynum,TX,76631,31.9907,-96.9837,522,Commercial/residential surveyor,32.655925,-96.612226,NotFraud
gas_transport,64.04,F,Ehrhardt,SC,29081,33.1044,-81.0221,1352,"Engineer, materials",33.607935,-80.593946,NotFraud
food_dining,46.14,M,Valentine,NE,69201,42.8062,-100.6215,4005,Network engineer,42.519801,-100.132754,NotFraud
misc_net,9.32,M,Sea Island,GA,31561,31.1989,-81.3322,298,"Engineer, structural",31.742646,-80.713955,NotFraud
grocery_pos,88.67,M,Bridger,MT,59014,45.2857,-108.9082,1446,Chartered loss adjuster,45.973613,-109.164152,NotFraud
grocery_net,48.85,F,De Soto,KS,66018,38.9462,-94.9714,5760,Chief Executive Officer,38.51504,-95.815758,NotFraud
shopping_pos,4.72,F,Port Saint Lucie,FL,34953,27.2625,-80.3793,181438,Primary school teacher,28.132406,-80.262968,NotFraud
shopping_pos,9.03,F,Corona,CA,92882,33.8419,-117.6043,233717,Wellsite geologist,33.352994,-117.65994,NotFraud
gas_transport,66.47,M,Espanola,NM,87533,35.9866,-106.0654,18408,Historic buildings inspector/conservation officer,35.3089,-105.560888,NotFraud
shopping_pos,7.03,M,Stillwater,OK,74074,36.1043,-97.0609,55345,Cabin crew,35.985905,-96.089732,NotFraud
grocery_pos,112.28,F,Uledi,PA,15484,39.8936,-79.7856,328,Tree surgeon,39.435013,-79.88922,NotFraud
shopping_pos,3.01,F,Cuthbert,GA,39840,31.7706,-84.7936,5726,Fitness centre manager,32.278127,-84.090412,NotFraud
grocery_pos,39.26,M,Key West,FL,33040,24.6557,-81.3824,32891,Town planner,24.827857,-82.138222,NotFraud
gas_transport,71.6,F,Bethel,OH,45106,38.9424,-84.092,12349,Field trials officer,39.224196,-85.04039,NotFraud
shopping_net,1.4,M,Norman,AR,71960,34.4596,-93.6743,1383,Magazine features editor,33.841459,-93.188073,NotFraud
grocery_pos,195.12,F,Sherman,TX,75092,33.6372,-96.6184,46563,Systems developer,33.064844,-96.101012,NotFraud
gas_transport,68.36,M,Moorhead,MS,38761,33.4783,-90.5142,2870,Chartered public finance accountant,32.735583,-90.186164,NotFraud
grocery_net,46.74,M,New Holstein,WI,53061,43.9446,-88.0911,5196,Child psychotherapist,44.598213,-87.726658,NotFraud
grocery_pos,91.92,M,Pointe Aux Pins,MI,49775,45.7549,-84.447,95,Electrical engineer,45.855349,-84.703658,NotFraud
grocery_pos,134.86,M,Belfast,NY,14711,42.32,-78.0943,1766,Mechanical engineer,41.587178,-78.695099,NotFraud
gas_transport,72.18,F,Topeka,KS,66618,39.1329,-95.7023,163415,Secondary school teacher,38.891359,-95.22102,NotFraud
misc_pos,105.6,F,Wilmington,NC,28405,34.2651,-77.867,186140,English as a second language teacher,33.986197,-78.422066,NotFraud
misc_net,4.72,F,Spirit Lake,ID,83869,47.9657,-116.868,4161,Production manager,48.361239,-115.955417,NotFraud
grocery_pos,100.96,M,Portland,OR,97210,45.5303,-122.7033,841711,"Engineer, building services",45.961335,-123.480742,NotFraud
grocery_pos,73.52,M,Bowdoin,ME,4287,44.0575,-69.9656,3224,"Engineer, electronics",43.74951,-70.328234,NotFraud
grocery_net,76.75,F,Laramie,WY,82072,41.4247,-105.4781,35371,"Pilot, airline",41.442988,-105.967516,NotFraud
gas_transport,61.26,F,Dunlevy,PA,15432,40.1151,-79.8627,427,Mining engineer,40.31023,-80.029054,NotFraud
gas_transport,47.58,F,Ford,VA,23850,37.1349,-77.7364,1051,Chief Operating Officer,37.972914,-77.20092,NotFraud
gas_transport,60.29,M,West Green,GA,31567,31.6143,-82.7243,782,Audiological scientist,31.628143,-83.456604,NotFraud
grocery_pos,226.66,F,Ronceverte,WV,24970,37.7418,-80.4626,4575,Statistician,36.807865,-79.682764,NotFraud
misc_net,3.94,M,Orient,NY,11957,41.1437,-72.2879,743,Video editor,41.380516,-71.38533,NotFraud
grocery_pos,129.56,F,Wetmore,MI,49895,46.3535,-86.6345,765,Immunologist,45.600783,-86.170747,NotFraud
grocery_pos,112.47,F,Wheaton,MO,64874,36.7651,-94.0492,760,Production manager,37.444337,-94.529889,NotFraud
misc_net,868.48,M,Denham Springs,LA,70726,30.459,-90.9027,71335,Herbalist,30.283263,-90.606406,Fraud
gas_transport,60.74,F,Rocky Mount,MO,65072,38.2911,-92.7059,1847,Tax inspector,37.800711,-93.014481,NotFraud
misc_net,4.86,M,Pewee Valley,KY,40056,38.3039,-85.4834,3263,Stage manager,38.5155,-86.411685,NotFraud
grocery_pos,136.19,F,Fordoche,LA,70732,30.6576,-91.6264,1178,Community education officer,30.286127,-91.258325,NotFraud
grocery_net,45.04,M,Summerfield,TX,79085,34.7437,-102.5064,53,Fisheries officer,34.177324,-102.51482,NotFraud
gas_transport,64.6,F,Bristol,PA,19007,40.1159,-74.8536,21125,"Administrator, charities/voluntary organisations",39.319869,-74.852338,NotFraud
grocery_pos,59.5,M,Heidelberg,MS,39439,31.882,-88.9981,4573,"Exhibitions officer, museum/gallery",31.171081,-89.847769,NotFraud
food_dining,114.67,F,Stayton,OR,97383,44.8021,-122.7624,9587,"Engineer, biomedical",45.141121,-121.93901,NotFraud
grocery_pos,65.91,F,Lawn,PA,17041,40.2236,-76.538,213,Special educational needs teacher,39.746253,-75.578998,NotFraud
gas_transport,35.1,M,Alton,IA,51003,42.9782,-96.0173,1700,"Engineer, land",42.397369,-95.570863,NotFraud
grocery_net,56.75,F,Brooklyn,NY,11217,40.6816,-73.9798,2504700,Medical sales representative,40.151749,-74.821953,NotFraud
shopping_net,11.19,F,Brownville,NY,13615,44.0577,-76.0196,1271,"Producer, radio",43.186266,-75.356191,NotFraud
grocery_net,88.48,M,Chester,MD,21619,38.9583,-76.2842,5848,Paediatric nurse,38.773185,-75.58829,NotFraud
grocery_pos,104.18,F,Tulsa,OK,74130,36.2395,-95.9596,413574,Bookseller,36.962168,-96.648994,NotFraud
misc_pos,98.91,F,Meredith,CO,81642,39.3199,-106.6596,61,Public relations account executive,39.716049,-105.797725,NotFraud
shopping_pos,38.8,F,Mendon,UT,84325,41.71,-111.9817,2078,"Scientist, audiological",40.893672,-112.722382,NotFraud
misc_pos,40.6,M,Collegeville,MN,56321,45.5783,-94.4199,1536,Farm manager,46.348092,-93.710249,NotFraud
gas_transport,64.21,M,Hudson,NY,12534,42.247,-73.7552,17867,Travel agency manager,42.098474,-74.128669,NotFraud
misc_pos,5.55,F,Sebring,FL,33872,27.4703,-81.4872,50835,Environmental consultant,26.988192,-82.24425,NotFraud
gas_transport,69.67,M,Manley,NE,68403,40.9207,-96.168,206,Human resources officer,41.642158,-95.481079,NotFraud
gas_transport,42.11,F,Ranier,MN,56668,48.6031,-93.2977,136,Ceramics designer,48.183328,-92.918954,NotFraud
grocery_pos,141.75,M,Seneca,WI,54654,43.2064,-90.9405,153,Quantity surveyor,43.790548,-90.38355,NotFraud
misc_net,7.79,M,Cecilton,MD,21913,39.4015,-75.8654,663,Podiatrist,39.36583,-76.033294,NotFraud
misc_net,9.61,F,Daniels,WV,25832,37.7256,-81.1087,3994,"Biochemist, clinical",37.544878,-80.312425,NotFraud
gas_transport,64.06,M,Haw River,NC,27258,36.0424,-79.3242,6006,Paramedic,35.284465,-80.158965,NotFraud
misc_net,2.77,F,Grover,NC,28073,35.1836,-81.4552,5621,Toxicologist,34.633006,-80.61276,NotFraud
gas_transport,59.08,F,Moravian Falls,NC,28654,36.0788,-81.1781,3495,"Psychologist, counselling",36.18032,-80.604108,NotFraud
grocery_pos,41.73,M,Woodville,AL,35776,34.6689,-86.2296,3395,"Editor, commissioning",33.775447,-85.72729,NotFraud
grocery_net,13.25,F,Vero Beach,FL,32960,27.633,-80.4031,105638,"Librarian, public",27.874482,-80.381534,Fraud
grocery_net,41.36,F,Bethel,OH,45106,38.9424,-84.092,12349,Field trials officer,38.310753,-83.178116,NotFraud
grocery_pos,198.98,F,Grandview,TX,76050,32.2779,-97.2351,5875,"Radiographer, therapeutic",33.162327,-97.755672,NotFraud
entertainment,4.52,F,Darien,GA,31305,31.3826,-81.4312,5989,Tax adviser,30.553011,-82.103069,NotFraud
misc_net,23.66,F,Washington,DC,20036,38.9087,-77.0414,601723,Prison officer,39.243418,-77.26846,NotFraud
misc_pos,53.66,F,Philadelphia,PA,19149,40.0369,-75.0664,1526206,Structural engineer,39.494432,-75.179347,NotFraud
shopping_net,5,M,Afton,MI,49705,45.3637,-84.4695,937,Technical brewer,45.145996,-84.089909,NotFraud
entertainment,1.1,F,Miamisburg,OH,45342,39.6321,-84.2675,36784,"Investment banker, corporate",40.392561,-85.241974,NotFraud
gas_transport,62.47,M,Wittenberg,WI,54499,44.8232,-89.1665,3223,Senior tax professional/tax inspector,44.151149,-89.501729,NotFraud
misc_net,8.76,M,Cadiz,KY,42211,36.802,-87.8286,13422,Commissioning editor,36.214134,-87.037921,NotFraud
gas_transport,57.81,F,Brooklyn,NY,11217,40.6816,-73.9798,2504700,Medical sales representative,41.4322,-73.552077,NotFraud
shopping_pos,777.45,F,Vero Beach,FL,32960,27.633,-80.4031,105638,"Librarian, public",27.913215,-80.423565,Fraud
gas_transport,74.25,F,Drakes Branch,VA,23937,36.9688,-78.5615,1970,Energy engineer,37.377548,-77.854198,NotFraud
gas_transport,46.4,F,Basye,VA,22810,38.8089,-78.7776,863,"Engineer, mining",38.777424,-78.355033,NotFraud
gas_transport,77.93,F,Holcomb,KS,67851,37.9931,-100.9893,2691,Arboriculturist,37.250113,-101.267356,NotFraud
gas_transport,76.29,M,Cochranton,PA,16314,41.5205,-80.0573,5507,Retail merchandiser,40.801256,-80.473793,NotFraud
grocery_pos,136.1,F,Wilton,ND,58579,47.1709,-100.7944,1190,"Designer, ceramics/pottery",46.833341,-101.742231,NotFraud
misc_net,6.53,F,Oolitic,IN,47451,38.8938,-86.5246,1228,Counsellor,39.283187,-85.714481,NotFraud
food_dining,95.9,F,West Palm Beach,FL,33417,26.7197,-80.1248,459921,Historic buildings inspector/conservation officer,26.542015,-79.323226,NotFraud
shopping_pos,3.69,F,Mount Morris,NY,14510,42.6835,-77.8664,4895,Acupuncturist,42.774145,-78.061861,NotFraud
grocery_pos,139.26,F,Cranks,KY,40820,36.7558,-83.1838,581,"Psychologist, counselling",35.951446,-82.579584,NotFraud
grocery_pos,76.74,F,Heart Butte,MT,59448,48.2777,-112.8456,743,Water engineer,48.537073,-113.687581,NotFraud
grocery_pos,116.18,F,Delhi,LA,71232,32.3929,-91.4714,6581,Multimedia programmer,32.763729,-92.099515,NotFraud
misc_pos,41.41,M,Smock,PA,15480,39.9961,-79.7678,1946,Charity fundraiser,39.309821,-79.67775,NotFraud
grocery_net,24.53,M,Newark Valley,NY,13811,42.2281,-76.1625,4354,Further education lecturer,43.026236,-75.443158,NotFraud
grocery_pos,94.7,M,Springfield,GA,31329,32.3697,-81.3618,9034,"Therapist, occupational",31.743049,-80.529177,NotFraud
gas_transport,58.01,M,Wales,AK,99783,64.7556,-165.6723,145,"Administrator, education",65.115523,-164.862331,NotFraud
grocery_net,47.28,F,North Wilkesboro,NC,28659,36.2017,-81.1286,21134,Dispensing optician,35.232535,-82.054286,NotFraud
grocery_pos,157.85,M,Ollie,IA,52576,41.2001,-92.1354,568,Commercial horticulturist,41.924383,-91.379294,NotFraud
gas_transport,62.71,F,East Andover,ME,4226,44.6084,-70.6993,190,Animal nutritionist,45.309018,-70.233845,NotFraud
grocery_net,42.38,F,Lomax,IL,61454,40.6761,-91.0391,725,Environmental consultant,41.625499,-90.526002,NotFraud
grocery_net,27.86,F,Smiths Grove,KY,42171,37.0581,-86.1938,6841,"Therapist, sports",36.938986,-87.193754,NotFraud
grocery_pos,44.93,M,Hawthorne,CA,90250,33.9143,-118.3493,93193,"Editor, magazine features",33.424303,-118.435811,NotFraud
gas_transport,56.26,F,East Andover,ME,4226,44.6084,-70.6993,190,Animal nutritionist,44.082777,-71.139026,NotFraud
shopping_net,1.29,M,Cord,AR,72524,35.8184,-91.3375,376,"Designer, ceramics/pottery",35.062725,-90.849245,NotFraud
gas_transport,63.51,M,Hewitt,WI,54441,44.6437,-90.1031,828,Arts development officer,43.898885,-89.920238,NotFraud
grocery_pos,92.74,M,Pelham,NC,27311,36.4899,-79.4736,3402,Insurance underwriter,36.377606,-79.912097,NotFraud
gas_transport,40.52,F,Centerview,MO,64019,38.7897,-93.8702,2368,Electronics engineer,38.662791,-93.799876,NotFraud
grocery_pos,58.25,M,Conway,NH,3818,43.9742,-71.1503,3807,Surgeon,43.547157,-71.769787,NotFraud
grocery_net,22.38,M,Kensington,MD,20895,39.0298,-77.0793,19054,Operations geologist,38.088415,-76.1649,NotFraud
gas_transport,48.57,F,Newhall,CA,91321,34.3795,-118.523,34882,Health physicist,34.101118,-119.445496,NotFraud
grocery_pos,71.77,F,Ranier,MN,56668,48.6031,-93.2977,136,Ceramics designer,49.097389,-93.916252,NotFraud
grocery_pos,75.23,F,Karnack,TX,75661,32.6205,-94.2,2807,Chiropodist,32.394203,-93.41002,NotFraud
grocery_net,39.64,F,Kansas City,MO,64114,38.9621,-94.5959,545147,Counsellor,38.217758,-94.02293,NotFraud
gas_transport,37.27,M,Iliff,CO,80736,40.7692,-103.0968,648,Community arts worker,41.282824,-102.721429,NotFraud
grocery_pos,127.06,M,Nelson,NE,68961,40.201,-98.0684,732,Television/film/video producer,39.934109,-98.201613,NotFraud
grocery_pos,137.1,M,Cord,AR,72524,35.8184,-91.3375,376,"Designer, ceramics/pottery",35.167378,-91.973695,NotFraud
grocery_net,40.32,M,North Brookfield,MA,1535,42.2665,-72.0821,4680,Field seismologist,42.180838,-71.354811,NotFraud
misc_net,5.8,M,Portland,OR,97210,45.5303,-122.7033,841711,"Engineer, building services",45.164699,-122.275714,NotFraud
gas_transport,52.53,F,Cleveland,TX,77327,30.33,-95.0202,34153,Building surveyor,30.966925,-95.006433,NotFraud
shopping_net,2.5,M,Turner,MT,59542,48.8328,-108.3961,192,Further education lecturer,48.422355,-109.003115,NotFraud
grocery_net,80.28,M,New Holstein,WI,53061,43.9446,-88.0911,5196,Child psychotherapist,42.945939,-88.065813,NotFraud
grocery_net,27.51,M,Cedar,MI,49621,44.8605,-85.8138,3096,"Social research officer, government",45.32472,-85.820959,NotFraud
grocery_net,61.5,F,Hinckley,OH,44233,41.2419,-81.7453,7646,Medical sales representative,41.753658,-82.457355,NotFraud
entertainment,9.95,F,Bailey,NC,27807,35.8072,-78.0892,6629,Call centre manager,35.661363,-78.879786,NotFraud
grocery_pos,192,F,West Sayville,NY,11796,40.732,-73.1,4056,Film/video editor,40.965677,-73.387416,NotFraud
grocery_pos,99.44,M,Olmsted,IL,62970,37.1935,-89.0933,639,Mechanical engineer,37.838423,-89.918524,NotFraud
